date,opt_type,strike,direction,entry_time,exit_time,opt_entry,opt_exit,lot_size,gross_pnl,charges,pnl,exit_reason,month
20260313,CE,54600,LONG,2026-03-13 10:34:00.607000+05:30,2026-03-13 10:40:00.911000+05:30,1062.95,1063.9,30,28.5,122.9,-94.4,Flip,2026-03
20260313,CE,54600,SHORT,2026-03-13 10:40:00.911000+05:30,2026-03-13 10:43:01.125000+05:30,1063.9,1048.15,30,472.5,122.7,349.8,Flip,2026-03
20260313,CE,54600,LONG,2026-03-13 10:43:01.125000+05:30,2026-03-13 10:45:00.514000+05:30,1048.15,1058.35,30,306.0,122.38,183.62,Flip,2026-03
20260313,CE,54600,SHORT,2026-03-13 10:45:00.514000+05:30,2026-03-13 10:47:01.092000+05:30,1058.35,1034.95,30,702.0,122.2,579.8,Flip,2026-03
20260313,CE,54600,LONG,2026-03-13 10:47:01.092000+05:30,2026-03-13 10:51:01.023000+05:30,1034.95,1036.05,30,33.0,120.92,-87.92,Flip,2026-03
20260313,CE,54600,SHORT,2026-03-13 10:51:01.023000+05:30,2026-03-13 11:04:00.655000+05:30,1036.05,1075.55,30,-1185.0,121.46,-1306.46,Flip,2026-03
20260313,CE,54600,LONG,2026-03-13 11:04:00.655000+05:30,2026-03-13 11:14:00.574000+05:30,1075.55,1065.15,30,-312.0,123.14,-435.14,Flip,2026-03
20260313,CE,54600,SHORT,2026-03-13 11:14:00.574000+05:30,2026-03-13 11:15:00.242000+05:30,1065.15,1051.2,30,418.5,122.81,295.69,Flip,2026-03
20260313,CE,54600,LONG,2026-03-13 11:15:00.242000+05:30,2026-03-13 11:17:00.238000+05:30,1051.2,1068.85,30,529.5,123.03,406.47,Flip,2026-03
20260313,CE,54600,SHORT,2026-03-13 11:17:00.238000+05:30,2026-03-13 11:21:00.579000+05:30,1068.85,1053.15,30,471.0,123.05,347.95,Flip,2026-03
20260313,CE,54600,LONG,2026-03-13 11:21:00.579000+05:30,2026-03-13 11:22:00.245000+05:30,1053.15,1065.0,30,355.5,122.83,232.67,Flip,2026-03
20260313,CE,54600,SHORT,2026-03-13 11:22:00.245000+05:30,2026-03-13 11:24:00.438000+05:30,1065.0,1053.65,30,340.5,122.84,217.66,Flip,2026-03
20260313,CE,54600,LONG,2026-03-13 11:24:00.438000+05:30,2026-03-13 11:27:00.508000+05:30,1053.65,1059.9,30,187.5,122.54,64.96,Flip,2026-03
20260316,CE,53800,LONG,2026-03-16 09:40:00.468000+05:30,2026-03-16 09:46:00.627000+05:30,1425.45,1467.55,30,1263.0,151.07,1111.93,Flip,2026-03
