date,pair,width,o1,o2,atm_strike,k1_strike,k2_strike,entry_bar,exit_bar,hold_bars,lot_size,entry_ce_k1,entry_ce_k2,entry_pe_k1,entry_pe_k2,exit_ce_k1,exit_ce_k2,exit_pe_k1,exit_pe_k2,entry_box,exit_box,entry_msp,exit_msp,gross_pnl,charges,net_pnl,exit_reason
20260224,"(-3,-2)  w=100",100,-3,-2,13400,13100,13200,2026-02-24 14:24:00+05:30,2026-02-24 14:53:00+05:30,29,120,313.05,185.7,0.35,0.6,313.05,215.0,0.2,0.3,127.6,98.15,27.6,-1.85,3534.0,337.75,3196.25,Revert
20260224,"(-3,-2)  w=100",100,-3,-2,13400,13100,13200,2026-02-24 15:00:00+05:30,2026-02-24 15:04:00+05:30,4,120,313.05,237.0,0.3,0.3,327.2,224.4,0.15,0.15,76.05,102.8,-23.95,2.8,3210.0,348.08,2861.92,Revert
20260302,"(-3,-2)  w=100",100,-3,-2,13400,13100,13200,2026-03-02 09:31:00+05:30,2026-03-02 09:34:00+05:30,3,120,499.85,455.0,174.0,200.95,525.5,455.0,166.0,198.05,71.8,102.55,-28.2,2.55,3690.0,572.15,3117.85,Revert
20260302,"(-3,-2)  w=100",100,-3,-2,13400,13100,13200,2026-03-02 10:09:00+05:30,2026-03-02 10:46:00+05:30,37,120,541.7,447.35,179.6,214.0,486.5,418.0,185.5,220.0,128.75,103.0,28.75,3.0,3090.0,574.31,2515.69,Revert
20260302,"(-3,-2)  w=100",100,-3,-2,13400,13100,13200,2026-03-02 11:52:00+05:30,2026-03-02 12:10:00+05:30,18,120,450.0,368.0,215.55,256.1,407.4,348.35,228.0,270.0,122.55,101.05,22.55,1.05,2580.0,552.7,2027.3,Revert
20260302,"(-3,-2)  w=100",100,-3,-2,13400,13100,13200,2026-03-02 14:03:00+05:30,2026-03-02 14:14:00+05:30,11,120,372.3,333.6,260.0,298.4,444.0,379.6,225.9,262.4,77.1,100.9,-22.9,0.9,2856.0,557.57,2298.43,Revert
20260302,"(-3,-2)  w=100",100,-3,-2,13400,13100,13200,2026-03-02 14:34:00+05:30,2026-03-02 14:41:00+05:30,7,120,420.1,380.2,232.65,271.85,463.55,397.7,213.2,250.0,79.1,102.65,-20.9,2.65,2826.0,565.1,2260.9,Revert
20260302,"(-3,-2)  w=100",100,-3,-2,13400,13100,13200,2026-03-02 14:51:00+05:30,2026-03-02 14:56:00+05:30,5,120,463.55,376.45,223.8,265.0,435.75,379.1,219.35,265.0,128.3,102.3,28.3,2.3,3120.0,565.14,2554.86,Revert
20260302,"(-3,-2)  w=100",100,-3,-2,13400,13100,13200,2026-03-02 15:07:00+05:30,2026-03-02 15:09:00+05:30,2,120,436.7,385.55,229.85,257.4,449.0,389.5,224.45,265.45,78.7,100.5,-21.3,0.5,2616.0,566.17,2049.83,Revert
20260304,"(-3,-2)  w=100",100,-3,-2,13100,12800,12900,2026-03-04 09:44:00+05:30,2026-03-04 09:48:00+05:30,4,120,537.0,491.3,265.1,298.0,531.55,471.45,282.8,320.7,78.6,98.0,-21.4,-2.0,2328.0,645.67,1682.33,Revert
