date,opt_type,strike,entry_time,exit_time,opt_entry,opt_exit,max_price,lot_size,gross_pnl,charges,pnl,exit_reason,month
20260313,CE,23450,2026-03-13 11:33:01.464000+05:30,2026-03-13 12:02:00.055000+05:30,216.7,189.2,228.0,65,-1787.5,77.18,-1864.68,Flip,2026-03
20260313,CE,23450,2026-03-13 14:20:00.354000+05:30,2026-03-13 15:04:00.293000+05:30,153.0,122.75,159.4,65,-1966.25,67.01,-2033.26,Flip,2026-03
20260313,PE,23450,2026-03-13 12:09:00.345000+05:30,2026-03-13 12:23:40.535000+05:30,288.9,330.85,330.85,65,2726.75,96.98,2629.77,DPT,2026-03
20260316,CE,23150,2026-03-16 11:11:00.841000+05:30,2026-03-16 11:17:38.060000+05:30,147.35,188.7,188.7,65,2687.75,75.08,2612.67,DPT,2026-03
20260316,PE,23150,2026-03-16 12:49:00.126000+05:30,2026-03-16 14:12:00.339000+05:30,190.15,146.6,200.45,65,-2830.75,71.08,-2901.83,Flip,2026-03
20260317,CE,23400,2026-03-17 12:46:00.277000+05:30,2026-03-17 13:10:07.779000+05:30,94.45,136.5,136.5,65,2733.25,67.01,2666.24,DPT,2026-03
20260318,PE,23650,2026-03-18 14:34:00.847000+05:30,2026-03-18 15:25:59.442000+05:30,158.0,172.7,184.8,65,955.5,73.4,882.1,EOD,2026-03
20260320,CE,23250,2026-03-20 12:46:00.635000+05:30,2026-03-20 14:23:00.016000+05:30,229.9,202.65,254.85,65,-1771.25,79.25,-1850.5,Flip,2026-03
20260320,CE,23250,2026-03-20 15:04:00.165000+05:30,2026-03-20 15:25:59.462000+05:30,197.0,175.7,197.0,65,-1384.5,74.92,-1459.42,EOD,2026-03
20260320,PE,23250,2026-03-20 11:51:00.766000+05:30,2026-03-20 12:19:44.718000+05:30,231.45,271.55,271.55,65,2606.5,87.89,2518.61,DPT,2026-03
20260323,CE,22700,2026-03-23 13:45:00.413000+05:30,2026-03-23 14:32:00.141000+05:30,162.45,137.2,186.35,65,-1641.25,69.1,-1710.35,Flip,2026-03
20260323,PE,22700,2026-03-23 14:34:00.317000+05:30,2026-03-23 15:25:59.739000+05:30,312.75,314.1,327.3,65,87.75,95.59,-7.84,EOD,2026-03
20260324,CE,22800,2026-03-24 11:35:00.948000+05:30,2026-03-24 12:23:49.216000+05:30,56.75,97.8,97.8,65,2668.25,61.08,2607.17,DPT,2026-03
20260325,CE,23200,2026-03-25 12:15:01.049000+05:30,2026-03-25 12:55:00.091000+05:30,441.3,396.9,448.5,65,-2886.0,109.7,-2995.7,Flip,2026-03
20260325,CE,23200,2026-03-25 13:52:01.215000+05:30,2026-03-25 14:19:00.228000+05:30,438.6,383.75,439.1,65,-3565.25,107.98,-3673.23,Flip,2026-03
20260325,PE,23200,2026-03-25 11:39:01.204000+05:30,2026-03-25 12:14:01.074000+05:30,234.7,204.0,236.55,65,-1995.5,79.55,-2075.05,Flip,2026-03
20260325,PE,23200,2026-03-25 12:58:00.127000+05:30,2026-03-25 13:37:01.191000+05:30,215.3,190.35,218.4,65,-1621.75,77.28,-1699.03,Flip,2026-03
20260325,PE,23200,2026-03-25 14:22:00.177000+05:30,2026-03-25 15:25:58.836000+05:30,205.9,238.45,243.0,65,2115.75,83.01,2032.74,EOD,2026-03
20260327,CE,23050,2026-03-27 13:18:00.950000+05:30,2026-03-27 14:06:00.040000+05:30,196.45,152.75,196.45,65,-2840.5,72.03,-2912.53,Flip,2026-03
20260327,PE,23050,2026-03-27 14:11:00.067000+05:30,2026-03-27 14:36:41.339000+05:30,304.55,347.0,347.0,65,2759.25,99.46,2659.79,DPT,2026-03
20260330,CE,22500,2026-03-30 11:38:00.804000+05:30,2026-03-30 11:47:00.970000+05:30,99.75,58.2,102.8,65,-2700.75,57.39,-2758.14,Flip,2026-03
20260330,CE,22500,2026-03-30 12:03:01.079000+05:30,2026-03-30 13:26:00.038000+05:30,93.75,48.8,148.05,65,-2921.75,56.04,-2977.79,Flip,2026-03
20260330,PE,22500,2026-03-30 13:27:00.138000+05:30,2026-03-30 14:29:53.310000+05:30,85.75,127.25,127.25,65,2697.5,65.6,2631.9,DPT,2026-03
20260401,CE,22850,2026-04-01 11:42:00.522000+05:30,2026-04-01 11:51:00.521000+05:30,305.5,274.7,308.35,65,-2002.0,90.46,-2092.46,Flip,2026-04
20260401,CE,22850,2026-04-01 12:04:00.945000+05:30,2026-04-01 13:22:00.252000+05:30,317.75,300.25,344.1,65,-1137.5,94.01,-1231.51,Flip,2026-04
20260401,PE,22850,2026-04-01 10:24:00.013000+05:30,2026-04-01 10:29:25.002000+05:30,299.3,339.6,339.6,65,2619.5,98.38,2521.12,DPT,2026-04
20260402,CE,22200,2026-04-02 11:58:00.143000+05:30,2026-04-02 12:36:58.811000+05:30,341.45,381.65,381.65,65,2613.0,104.87,2508.13,DPT,2026-04
20260406,CE,22700,2026-04-06 11:48:00.148000+05:30,2026-04-06 12:20:30.397000+05:30,178.95,218.7,218.7,65,2583.75,79.76,2503.99,DPT,2026-04
20260407,CE,22750,2026-04-07 11:39:00.687000+05:30,2026-04-07 13:32:16.472000+05:30,225.55,268.6,268.6,65,2798.25,87.35,2710.9,DPT,2026-04
20260408,CE,23850,2026-04-08 10:55:00.452000+05:30,2026-04-08 12:31:00.353000+05:30,292.8,269.0,312.65,65,-1547.0,89.38,-1636.38,Flip,2026-04
20260408,CE,23850,2026-04-08 12:56:00.381000+05:30,2026-04-08 15:25:59.208000+05:30,286.85,306.65,326.35,65,1287.0,93.9,1193.1,EOD,2026-04
20260408,PE,23850,2026-04-08 11:56:00.509000+05:30,2026-04-08 12:56:00.373000+05:30,172.9,156.95,192.15,65,-1036.75,71.87,-1108.62,Flip,2026-04
20260409,CE,23850,2026-04-09 11:56:00.210000+05:30,2026-04-09 12:47:00.476000+05:30,233.1,194.9,235.9,65,-2483.0,78.37,-2561.37,Flip,2026-04
20260409,CE,23850,2026-04-09 15:03:00.218000+05:30,2026-04-09 15:25:59.851000+05:30,170.15,175.2,182.5,65,328.25,74.07,254.18,EOD,2026-04
20260409,PE,23850,2026-04-09 12:47:00.476000+05:30,2026-04-09 13:31:08.709000+05:30,204.35,244.15,244.15,65,2587.0,83.68,2503.32,DPT,2026-04
20260410,CE,23900,2026-04-10 12:25:00.730000+05:30,2026-04-10 14:16:00.588000+05:30,222.75,183.85,241.0,65,-2528.5,76.69,-2605.19,Flip,2026-04
20260410,CE,23900,2026-04-10 15:05:01.099000+05:30,2026-04-10 15:25:59.911000+05:30,223.45,238.6,254.05,65,984.75,83.55,901.2,EOD,2026-04
20260410,PE,23900,2026-04-10 14:16:00.588000+05:30,2026-04-10 15:08:00.467000+05:30,109.0,79.45,127.0,65,-1920.75,60.32,-1981.07,Flip,2026-04
