date,pair,width,o1,o2,atm_strike,k1_strike,k2_strike,entry_bar,exit_bar,hold_bars,lot_size,entry_ce_k1,entry_ce_k2,entry_pe_k1,entry_pe_k2,exit_ce_k1,exit_ce_k2,exit_pe_k1,exit_pe_k2,entry_box,exit_box,entry_msp,exit_msp,gross_pnl,charges,net_pnl,exit_reason
20251224,"(-3,+2)  w=500",500,-3,2,27700,27400,27900,2025-12-24 11:44:00+05:30,2025-12-24 12:02:00+05:30,18,65,360.0,39.2,24.4,237.2,330.35,38.8,24.6,236.05,533.6,503.0,33.6,3.0,1989.0,289.76,1699.24,Revert
20251224,"(-3,+2)  w=500",500,-3,2,27700,27400,27900,2025-12-24 13:06:00+05:30,2025-12-24 13:23:00+05:30,17,65,281.35,25.7,27.25,245.45,270.0,22.55,31.3,286.2,473.85,502.35,-26.15,2.35,1852.5,281.89,1570.61,Revert
20251224,"(-3,+2)  w=500",500,-3,2,27700,27400,27900,2025-12-24 13:32:00+05:30,2025-12-24 13:53:00+05:30,21,65,245.55,19.0,36.45,286.2,254.0,19.85,31.5,300.2,476.3,502.85,-23.7,2.85,1725.75,282.02,1443.73,Revert
20251226,"(-3,+2)  w=500",500,-3,2,27600,27300,27800,2025-12-26 09:30:00+05:30,2025-12-26 09:43:00+05:30,13,65,360.4,18.15,19.35,260.0,237.0,13.15,25.0,298.15,582.9,497.0,82.9,-3.0,5583.5,287.82,5295.68,Revert
20251226,"(-3,+2)  w=500",500,-3,2,27600,27300,27800,2025-12-26 10:42:00+05:30,2025-12-26 11:10:00+05:30,28,65,260.3,14.3,18.8,293.15,239.15,11.85,20.25,293.15,520.35,500.2,20.35,0.2,1309.75,278.5,1031.25,Revert
20251226,"(-3,+2)  w=500",500,-3,2,27600,27300,27800,2025-12-26 14:10:00+05:30,2025-12-26 14:22:00+05:30,12,65,173.65,5.8,31.55,336.25,164.2,5.4,35.95,376.75,472.55,499.6,-27.45,-0.4,1758.25,277.18,1481.07,Revert
20251230,"(-3,+2)  w=500",500,-3,2,27300,27000,27500,2025-12-30 09:30:00+05:30,2025-12-30 09:41:00+05:30,11,65,388.25,6.85,2.2,191.6,322.5,7.95,2.2,187.35,570.8,499.7,70.8,-0.3,4621.5,277.69,4343.81,Revert
20251230,"(-3,+2)  w=500",500,-3,2,27300,27000,27500,2025-12-30 09:46:00+05:30,2025-12-30 09:49:00+05:30,3,65,337.7,7.25,2.15,195.0,308.2,5.8,2.45,198.7,523.3,498.65,23.3,-1.35,1602.25,271.49,1330.76,Revert
20251230,"(-3,+2)  w=500",500,-3,2,27300,27000,27500,2025-12-30 09:51:00+05:30,2025-12-30 10:16:00+05:30,25,65,308.2,6.75,1.95,180.5,335.05,6.25,1.55,170.85,480.0,498.1,-20.0,-1.9,1176.5,267.62,908.88,Revert
20251230,"(-3,+2)  w=500",500,-3,2,27300,27000,27500,2025-12-30 10:42:00+05:30,2025-12-30 11:06:00+05:30,24,65,359.9,4.65,1.2,171.1,319.3,2.1,1.05,186.05,525.15,502.2,25.15,2.2,1491.75,270.49,1221.26,Revert
20251230,"(-3,+2)  w=500",500,-3,2,27300,27000,27500,2025-12-30 11:57:00+05:30,2025-12-30 12:20:00+05:30,23,65,318.85,1.1,1.0,204.0,298.05,0.95,0.85,206.2,520.75,502.45,20.75,2.45,1189.5,269.16,920.34,Revert
20251230,"(-3,+2)  w=500",500,-3,2,27300,27000,27500,2025-12-30 13:34:00+05:30,2025-12-30 13:36:00+05:30,2,65,279.25,0.7,0.8,200.1,303.0,0.7,0.75,200.35,477.85,501.9,-22.15,1.9,1563.25,265.94,1297.31,Revert
20251230,"(-3,+2)  w=500",500,-3,2,27300,27000,27500,2025-12-30 13:43:00+05:30,2025-12-30 13:45:00+05:30,2,65,303.0,0.95,0.7,174.0,339.9,1.3,0.85,161.4,475.35,499.15,-24.65,-0.85,1547.0,265.65,1281.35,Revert
20251230,"(-3,+2)  w=500",500,-3,2,27300,27000,27500,2025-12-30 14:25:00+05:30,2025-12-30 14:32:00+05:30,7,65,334.25,0.45,0.45,188.6,334.25,0.5,0.3,167.3,521.95,500.75,21.95,0.75,1378.0,268.92,1109.08,Revert
20251230,"(-3,+2)  w=500",500,-3,2,27300,27000,27500,2025-12-30 14:43:00+05:30,2025-12-30 15:04:00+05:30,20,65,323.25,0.35,0.25,156.8,361.0,0.05,0.1,137.25,479.45,498.1,-20.55,-1.9,1212.25,265.17,947.08,Revert
20260102,"(-3,+2)  w=500",500,-3,2,27900,27600,28100,2026-01-02 09:35:00+05:30,2026-01-02 09:45:00+05:30,10,60,483.4,211.7,175.75,425.25,524.25,226.85,163.0,367.4,521.2,501.8,21.2,1.8,1164.0,373.09,790.91,Revert
20260105,"(-3,+2)  w=500",500,-3,2,28000,27700,28200,2026-01-05 09:30:00+05:30,2026-01-05 09:33:00+05:30,3,60,498.4,199.85,176.6,407.4,469.25,197.35,178.55,407.4,529.35,500.75,29.35,0.75,1716.0,370.45,1345.55,Revert
20260105,"(-3,+2)  w=500",500,-3,2,28000,27700,28200,2026-01-05 09:56:00+05:30,2026-01-05 11:31:00+05:30,95,60,504.95,194.4,165.2,407.4,471.7,207.8,171.35,407.4,552.75,499.95,52.75,-0.05,3168.0,371.19,2796.81,Revert
20260105,"(-3,+2)  w=500",500,-3,2,28000,27700,28200,2026-01-05 11:43:00+05:30,2026-01-05 12:10:00+05:30,27,60,471.7,211.8,170.35,388.25,491.05,211.8,170.0,388.25,477.8,497.5,-22.2,-2.5,1182.0,367.81,814.19,Revert
20260105,"(-3,+2)  w=500",500,-3,2,28000,27700,28200,2026-01-05 13:39:00+05:30,2026-01-05 13:41:00+05:30,2,60,476.8,185.0,183.0,420.0,445.4,182.4,184.35,420.0,528.8,498.65,28.8,-1.35,1809.0,367.82,1441.18,Revert
20260105,"(-3,+2)  w=500",500,-3,2,28000,27700,28200,2026-01-05 13:51:00+05:30,2026-01-05 14:11:00+05:30,20,60,405.0,164.35,199.25,413.55,389.5,150.9,207.8,469.3,454.95,500.1,-45.05,0.1,2709.0,361.56,2347.44,Revert
20260105,"(-3,+2)  w=500",500,-3,2,28000,27700,28200,2026-01-05 14:52:00+05:30,2026-01-05 15:24:00+05:30,32,60,411.85,164.0,187.0,464.55,427.0,163.5,194.5,464.55,525.4,533.55,25.4,33.55,-489.0,364.71,-853.71,EOD
20260106,"(-3,+2)  w=500",500,-3,2,28000,27700,28200,2026-01-06 09:50:00+05:30,2026-01-06 10:59:00+05:30,69,60,513.65,251.7,144.2,343.2,534.55,242.0,146.5,351.1,460.95,497.15,-39.05,-2.85,2172.0,370.22,1801.78,Revert
20260106,"(-3,+2)  w=500",500,-3,2,28000,27700,28200,2026-01-06 11:16:00+05:30,2026-01-06 11:58:00+05:30,42,60,534.55,221.0,153.0,362.0,514.15,222.0,147.45,355.65,522.55,500.35,22.55,0.35,1332.0,368.39,963.61,Revert
20260106,"(-3,+2)  w=500",500,-3,2,28000,27700,28200,2026-01-06 14:10:00+05:30,2026-01-06 15:00:00+05:30,50,60,490.0,191.5,163.05,387.95,488.6,205.4,148.5,363.6,523.4,498.3,23.4,-1.7,1506.0,363.45,1142.55,Revert
20260107,"(-3,+2)  w=500",500,-3,2,27900,27600,28100,2026-01-07 10:13:00+05:30,2026-01-07 11:11:00+05:30,58,60,457.95,193.85,141.7,353.0,505.0,206.45,134.75,333.65,475.4,497.45,-24.6,-2.55,1323.0,355.33,967.67,Revert
20260107,"(-3,+2)  w=500",500,-3,2,27900,27600,28100,2026-01-07 11:59:00+05:30,2026-01-07 12:51:00+05:30,52,60,505.0,190.6,136.85,349.1,460.35,183.0,139.65,359.35,526.65,497.05,26.65,-2.95,1776.0,355.49,1420.51,Revert
20260107,"(-3,+2)  w=500",500,-3,2,27900,27600,28100,2026-01-07 13:25:00+05:30,2026-01-07 13:28:00+05:30,3,60,435.65,176.55,147.6,347.9,443.95,170.85,144.8,371.2,459.4,499.5,-40.6,-0.5,2406.0,349.87,2056.13,Revert
20260107,"(-3,+2)  w=500",500,-3,2,27900,27600,28100,2026-01-07 13:59:00+05:30,2026-01-07 14:41:00+05:30,42,60,455.35,171.2,137.1,377.75,455.35,180.4,134.8,358.5,524.8,498.65,24.8,-1.35,1569.0,351.53,1217.47,Revert
20260108,"(-3,+2)  w=500",500,-3,2,27900,27600,28100,2026-01-08 09:31:00+05:30,2026-01-08 09:33:00+05:30,2,60,460.9,178.8,139.65,335.5,459.85,178.75,137.5,357.4,477.95,501.0,-22.05,1.0,1383.0,349.82,1033.18,Revert
20260108,"(-3,+2)  w=500",500,-3,2,27900,27600,28100,2026-01-08 09:56:00+05:30,2026-01-08 09:57:00+05:30,1,60,476.9,197.0,131.1,330.95,476.9,186.8,131.0,343.5,479.75,502.6,-20.25,2.6,1371.0,351.65,1019.35,Revert
