date,opt_type,strike,entry_time,exit_time,opt_entry,opt_exit,lot_size,gross_pnl,charges,pnl,exit_reason,month
20260202,CE,24750,2026-02-02 13:44:00.270000+05:30,2026-02-02 13:55:48.939000+05:30,257.5,248.0,65,-617.5,85.72,-703.22,Flip,2026-02
20260202,PE,24750,2026-02-02 13:21:00.834000+05:30,2026-02-02 13:28:20.082000+05:30,67.0,63.0,65,-260.0,57.03,-317.03,Flip,2026-02
20260203,CE,25800,2026-02-03 13:45:00.875000+05:30,2026-02-03 13:50:22.177000+05:30,54.75,40.6,65,-919.75,53.88,-973.63,Flip,2026-02
20260203,PE,25800,2026-02-03 12:30:00.752000+05:30,2026-02-03 12:32:46.365000+05:30,78.85,65.6,65,-861.25,57.7,-918.95,Flip,2026-02
20260203,PE,25800,2026-02-03 14:33:00.441000+05:30,2026-02-03 14:37:01.307000+05:30,78.35,43.75,65,-2249.0,54.96,-2303.96,Flip,2026-02
20260204,CE,25650,2026-02-04 13:25:00.264000+05:30,2026-02-04 14:00:37.360000+05:30,229.85,235.95,65,396.5,83.4,313.1,Flip,2026-02
20260204,PE,25650,2026-02-04 15:08:00.672000+05:30,2026-02-04 15:17:32.300000+05:30,97.2,95.25,65,-126.75,61.94,-188.69,Flip,2026-02
20260205,CE,25700,2026-02-05 14:56:00.426000+05:30,2026-02-05 15:06:34.181000+05:30,114.75,119.3,65,295.75,65.46,230.29,Flip,2026-02
20260205,PE,25700,2026-02-05 12:18:01.098000+05:30,2026-02-05 12:31:17.589000+05:30,171.45,165.0,65,-419.25,72.83,-492.08,Flip,2026-02
20260206,CE,25600,2026-02-06 11:11:00.840000+05:30,2026-02-06 11:45:09.126000+05:30,94.95,124.4,65,1914.25,65.52,1848.73,Flip,2026-02
20260206,CE,25600,2026-02-06 13:49:00.163000+05:30,2026-02-06 13:58:37.567000+05:30,101.7,111.4,65,630.5,64.09,566.41,Flip,2026-02
20260206,PE,25600,2026-02-06 12:22:00.484000+05:30,2026-02-06 12:46:47.587000+05:30,111.85,124.15,65,799.5,65.98,733.52,Flip,2026-02
20260209,CE,25850,2026-02-09 14:24:00.135000+05:30,2026-02-09 14:31:32.834000+05:30,79.5,72.05,65,-484.25,58.53,-542.78,Flip,2026-02
20260209,PE,25850,2026-02-09 11:55:00.188000+05:30,2026-02-09 12:01:33.617000+05:30,78.05,72.2,65,-380.25,58.5,-438.75,Flip,2026-02
20260210,CE,25900,2026-02-10 12:48:00.684000+05:30,2026-02-10 12:59:35.594000+05:30,77.95,83.45,65,357.5,59.91,297.59,Flip,2026-02
20260210,CE,25900,2026-02-10 15:02:00.206000+05:30,2026-02-10 15:15:25.630000+05:30,61.0,40.1,65,-1358.5,54.0,-1412.5,Flip,2026-02
20260211,CE,26000,2026-02-11 10:40:00.363000+05:30,2026-02-11 10:45:07.732000+05:30,127.05,123.0,65,-263.25,66.28,-329.53,Flip,2026-02
20260211,CE,26000,2026-02-11 13:39:00.719000+05:30,2026-02-11 13:45:50.799000+05:30,106.6,105.85,65,-48.75,63.54,-112.29,Flip,2026-02
20260211,CE,26000,2026-02-11 14:19:00.181000+05:30,2026-02-11 14:21:12.180000+05:30,109.8,103.8,65,-390.0,63.38,-453.38,Flip,2026-02
20260211,PE,26000,2026-02-11 12:25:00.163000+05:30,2026-02-11 12:55:46.411000+05:30,136.0,144.55,65,555.75,69.24,486.51,Flip,2026-02
20260212,CE,25900,2026-02-12 12:54:00.379000+05:30,2026-02-12 13:06:26.069000+05:30,96.1,94.3,65,-117.0,61.79,-178.79,Flip,2026-02
20260212,CE,25900,2026-02-12 13:26:00.741000+05:30,2026-02-12 13:29:38.709000+05:30,98.9,95.95,65,-191.75,62.08,-253.83,Flip,2026-02
20260212,CE,25900,2026-02-12 15:04:00.094000+05:30,2026-02-12 15:05:59.508000+05:30,83.05,78.35,65,-305.5,59.42,-364.92,Flip,2026-02
20260212,PE,25900,2026-02-12 11:23:00.737000+05:30,2026-02-12 11:46:33.585000+05:30,129.05,127.2,65,-120.25,66.87,-187.12,Flip,2026-02
20260212,PE,25900,2026-02-12 13:15:00.271000+05:30,2026-02-12 13:18:06.394000+05:30,129.25,123.9,65,-347.75,66.46,-414.21,Flip,2026-02
20260212,PE,25900,2026-02-12 13:50:00.697000+05:30,2026-02-12 14:20:25.582000+05:30,129.2,128.0,65,-78.0,66.97,-144.97,Flip,2026-02
20260213,CE,25600,2026-02-13 12:07:00.054000+05:30,2026-02-13 12:37:25.883000+05:30,93.95,100.0,65,393.25,62.44,330.81,Flip,2026-02
20260213,PE,25600,2026-02-13 13:03:00.350000+05:30,2026-02-13 13:10:18.650000+05:30,118.2,110.9,65,-474.5,64.51,-539.01,Flip,2026-02
20260216,CE,25450,2026-02-16 12:11:00.372000+05:30,2026-02-16 12:15:33.233000+05:30,148.25,141.4,65,-445.25,69.2,-514.45,Flip,2026-02
20260217,CE,25600,2026-02-17 11:33:00.592000+05:30,2026-02-17 11:42:16.196000+05:30,117.2,133.0,65,1027.0,67.24,959.76,Flip,2026-02
